title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
spite is a pretty good motivator,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead', 'Bakugou Katsuki', 'Todoroki Shouto', 'Midoriya Inko', 'Uraraka Ochako', 'Iida Tenya', 'Class 1-A (My Hero Academia)', 'Gran Torino (My Hero Academia)']",16282,507.0,2021-11-10,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yes frogs do that,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Ashido Mina & Asui Tsuyu', 'Aizawa Shouta | Eraserhead & Asui Tsuyu', ""Ashido Mina & Ashido Mina's Family"", 'Asui Tsuyu/Uraraka Ochako', 'Asui Tsuyu & Uraraka Ochako', 'Asui Tsuyu & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Ashido Mina & Midoriya Izuku', 'Jirou Kyouka/Yaoyorozu Momo', 'Bakugou Katsuki/Kirishima Eijirou', 'Asui Tsuyu & Kaminari Denki']","['Asui Tsuyu', ""Asui Tsuyu's Family"", 'Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Ashido Mina', 'Iida Tenya', ""Ashido Mina's Family"", 'Jirou Kyouka', 'Kaminari Denki', 'Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko']",2104,155.0,2021-11-10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Twitter drabbles: kinktober edition,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Amajiki Tamaki/Kirishima Eijirou', 'Chisaki Kai | Overhaul/Iida Tenya', 'Bakugou Katsuki/Kaminari Denki', 'Chisaki Kai | Overhaul/Kurono Hari | Chronostasis', 'Dabi | Todoroki Touya/Todoroki Shouto', 'Amajiki Tamaki/Toogata Mirio', 'Aizawa Shouta | Eraserhead/Monoma Neito/Shinsou Hitoshi', 'Sasaki Mirai | Sir Nighteye/Yagi Toshinori | All Might', 'Sero Hanta/Todoroki Shouto', 'Lunch-Rush/Toyomitsu Taishirou | Fat Gum', 'Kaminari Denki/Kirishima Eijirou', 'Kouda Kouji/Shishida Juurouta']",[],4346,126.0,2021-11-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Sports Festival: Lost and Found - Deleted Scenes,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Takami Keigo | Hawks & Heat Seeking Missiles'],"['Takami Keigo | Hawks', 'Original Female Character(s)']",53716,3522.0,2021-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soft eyes and soft smiles we hold each other's hands,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Midoriya Izuku', 'Eri & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Eri', 'Eri & Toogata Mirio']","['Aizawa Shouta | Eraserhead', 'Eri (My Hero Academia)', 'Midoriya Izuku', 'Toogata Mirio']",3605,515.0,2021-11-08,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not the villain you think i am,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Todoroki Shouto', 'Bakugou Katsuki & Todoroki Shouto']","['Bakugou Katsuki', 'Todoroki Shouto', 'Dabi | Todoroki Touya', 'Midoriya Izuku', 'Other Characters Mentioned']",2605,339.0,2021-11-08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How Shigaraki Got Amnesia (and saved the world with theories and references),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Shigaraki Tomura | Shimura Tenko/Todoroki Natsuo', 'Dabi/Takami Keigo | Hawks', 'Bubaigawara Jin | Twice/Toga Himiko', 'Sensei | All For One & Shigaraki Tomura | Shimura Tenko', 'League of Villains & Shigaraki Tomura | Shimura Tenko']","['League of Villains (My Hero Academia)', 'Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko', 'Sensei | All For One', 'Toga Himiko', 'Iguchi Shuuichi | Spinner', 'Hikiishi Kenji | Magne', 'Kurogiri (My Hero Academia)', 'Shirakumo Oboro', 'Bubaigawara Jin | Twice', 'Sako Atsuhiro | Mr. Compress', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Todoroki Fuyumi', 'Todoroki Natsuo']",4439,462.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabid Rabbit Amongst the Bar,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'League of Villains (My Hero Academia)']",4669,688.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Express,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",4822,305.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changing the World,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Shigaraki Tomura | Shimura Tenko', 'Todoroki Enji | Endeavor', 'Yagi Toshinori | All Might', 'Toga Himiko', 'Uraraka Ochako']",817,55.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Six Letter Word for Regret,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Mineta Minoru'],"['Bakugou Katsuki', 'Mineta Minoru']",1103,71.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pause, Rewind, Repeat",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Uraraka Ochako', 'Midoriya Izuku & Shinsou Hitoshi', 'Hatsume Mei & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)', 'Hatsume Mei']",35020,1967.0,2021-11-08,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
take me home where the broken go,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'implied', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['mentioned - Character', 'Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead', 'Midoriya Izuku']",2961,318.0,2021-11-08,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gravity Falls AU Comic,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Gravity Falls']",['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Eri (My Hero Academia)', 'Shirakumo Oboro']",3242,250.0,2021-11-08,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trauma Builds Character (But Also Brings Broccoli),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Reader'],"['Midoriya Izuku', 'Todoroki Shouto', 'Uraraka Ochako', 'Asui Tsuyu', 'Shuuzenji Chiyo | Recovery Girl', 'Iida Tenya']",286,21.0,2021-11-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Forgotten God,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku/Yaoyorozu Momo', 'Midoriya Izuku/Uraraka Ochako', 'Midoriya Inko/Original Male Character(s)']","['Midoriya Izuku', 'Uraraka Ochako', 'Original Characters', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Midoriya Inko']",642,17.0,2021-11-08,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memory World,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",242,30.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shut Up and Dance,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku']",644,62.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I think, therefore I am. (a step by step guide to killing your own mind)",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Past One For All Users (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Shouji Mezou']",69555,8985.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Licorice,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Kayama Nemuri | Midnight/Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Yamada Hizashi | Present Mic']",222,24.0,2021-11-08,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Shinsou Hitoshi', 'Bakugou Katsuki & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Bakugou Katsuki']","['Bakugou Katsuki', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)']",2347,255.0,2021-11-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pawsitively Purrfect,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Midoriya Izuku'],"['Aizawa Shouta | Eraserhead', 'Midoriya Izuku']",3351,549.0,2021-11-08,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Wishes,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Rody Soul'],"['Midoriya Izuku', 'Rody Soul', ""Pino | Rody Soul's Bird"", 'Lala Soul', 'Roro Soul']",2021,220.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Will,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Akaguro Chizome | Stain/Yagi Toshinori | All Might', 'Akaguro Chizome | Stain/Sensei | All For One']","['Akaguro Chizome | Stain', 'Sensei | All For One', 'Yagi Toshinori | All Might']",294,15.0,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+ marionette +,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],['Midoriya Izuku'],14,3.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKDK: GOODBYE GIFT,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Uraraka Ochako']","['Midoriya Izuku', ""Midoriya Izuku's Family"", 'Bakugou Katsuki', ""Bakugou Katsuki's Parents"", 'Bakugou Mitsuki', 'Bakugou Masaru', 'Midoriya Inko', 'Uraraka Ochako']",2644,140.0,2021-11-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legacy Of The JumpMan,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Super Mario & Related Fandoms']","['Mario/Inko', 'Midoriya Inko & Midoriya Izuku', 'Other Relationship Tags to Be Added', 'Luigi/Peach-hime | Peach Toadstool']","['Midoriya Izuku', 'Midoriya Inko', 'Luigi (Nintendo)', 'Peach-hime | Peach Toadstool', 'Other Character Tags to Be Added']",327,24.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon sugar,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Inko/Reader'],['Midoriya Inko'],260,20.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Better for both, better for you.",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",151,17.0,2021-11-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trio,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Todoroki Shouto', 'Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'Midoriya Izuku & Rody Soul']","['Rody Soul', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto']",2803,339.0,2021-11-06,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Killer guilt,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead']",376,31.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Forced Dream,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",2180,67.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love is the Tuesdays,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kaminari Denki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Kaminari Denki', 'Mention of Todoroki Shouto - Character', 'Mention of Hitoshi Shinso', 'mention of eri', 'Mention of Kayama Nemuri | Midnight', 'Mention of Iida Tensei | Ingenium']",1382,127.0,2021-11-06,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quirks & Flames,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Katekyou Hitman Reborn!']","['Midoriya Izuku/Todoroki Shouto', 'Hibari Kyouya/Sawada Tsunayoshi', 'Kozato Enma/Hibari Kyouya/Sawada Tsunayoshi', 'Kozato Enma/Sawada Tsunayoshi', 'Hibari Kyouya/Kozato Enma', 'Gokudera Hayato/Yamamoto Takeshi', 'Asui Tsuyu/Uraraka Ochako', 'Bakugou Katsuki/Kirishima Eijirou', 'Class 1-A (My Hero Academia) & Original Character(s)']","['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Sawada Tsunayoshi', 'Hibari Kyouya', 'Kozato Enma', 'Reborn (Katekyou Hitman Reborn!)', 'Sawada Nana', 'Simon Tenth Generation Guardians', 'Vongola Tenth Generation Guardians', 'Uraraka Ochako', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Pro Heroes (My Hero Academia)', 'League of Villains (My Hero Academia)']",1018,78.0,2021-11-06,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Loyal Love | Fickle Hate,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Monoma Neito & Toga Himiko'],"['Monoma Neito', 'Toga Himiko']",508,85.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revitalize Me,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Kaminari Denki/Kirishima Eijirou', 'Shinsou Hitoshi/Todoroki Shouto', 'Bakugou Katsuki & Kirishima Eijirou', 'Iida Tenya/Uraraka Ochako', 'Iida Tenya & Midoriya Izuku & Uraraka Ochako', 'Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta', 'Jirou Kyouka/Yaoyorozu Momo']","['Bakugou Katsuki', 'Midoriya Izuku', 'Shinsou Hitoshi', 'Kirishima Eijirou', 'Kaminari Denki', 'Todoroki Shouto', 'Dabi | Todoroki Touya', 'Uraraka Ochako', 'Iida Tenya', 'Asui Tsuyu', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Ashido Mina']",1281,59.0,2021-11-06,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
The Line Between Heroes and Villains,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Yagi Toshinori | All Might', 'Midoriya Izuku & Yagi Toshinori | All Might']","['Bakugou Katsuki', 'Midoriya Izuku', 'Yagi Toshinori | All Might', 'Sensei | All For One']",157,9.0,2021-11-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss it Better,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Rody Soul'],"['Rody Soul', ""Pino | Rody Soul's Bird"", 'Midoriya Izuku']",4768,759.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Fan,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Ojiro Mashirao/Reader'],"['Ojiro Mashirao', 'Ashido Mina', 'Reader']",244,30.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maybe I’ll be Enough,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Kirishima Eijirou']",['Bakugou Katsuki'],809,72.0,2021-11-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoke Flavored,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Sero Hanta'],"['Midoriya Izuku', 'Sero Hanta']",6545,634.0,2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Bathroom,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Reader'],"['Midoriya Izuku', 'Ashido Mina', 'Uraraka Ochako']",2438,225.0,2021-11-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slow Death,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Monoma Neito', 'Class 1-A & Midoriya Izuku', 'Class 1-B & Midoriya Izuku', 'Kirishima Eijirou & Midoriya Izuku', 'Kaminari Denki & Midoriya Izuku', 'Kaminari Denki & Kirishima Eijirou', 'Midoriya Izuku & Todoroki Rei']","['Midoriya Izuku', 'Monoma Neito', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Kirishima Eijirou', 'Kaminari Denki', 'Takami Keigo | Hawks', 'Bakugou Katsuki', 'Midoriya Inko', 'Uraraka Ochako', 'Aizawa Shouta | Eraserhead', 'Kan Sekijirou | Vlad King', 'Todoroki Rei']",12600,820.0,2021-11-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skirting indecency,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Bakugou Katsuki', 'Todoroki Shouto', 'Midoriya Izuku', 'Kirishima Eijirou']",4749,658.0,2021-11-06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Consumed By Darkness,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Kuroiro Shihai/Tokoyami Fumikage'],"['Kuroiro Shihai', 'Tokoyami Fumikage', ""Kuroiro Shihai's Parents"", 'Dark Shadow (My Hero Academia)']",178,9.0,2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"you're gonna go far, kid (you're getting better all the time)",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Class 1-A/Class 1-A (My Hero Academia)', 'Polyamorous Class 1-A - Relationship']","['Midoriya Izuku', 'Bakugou Katsuki', 'Yagi Toshinori | All Might', 'Midoriya Inko', 'Original Characters', 'Minor Characters', 'Toga Himiko', 'Uraraka Ochako', 'Aizawa Shouta | Eraserhead', 'Nezu', 'Class 1-A (My Hero Academia)']",8112,318.0,2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beginnings,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Iida Tenya/Midoriya Izuku/Todoroki Shouto', 'Iida Tenya/Midoriya Izuku', 'Iida Tenya/Todoroki Shouto', 'Midoriya Izuku/Todoroki Shouto']","['Iida Tenya', 'Midoriya Izuku', 'Todoroki Shouto']",2445,202.0,2021-11-03,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drunk In Love,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Ashido Mina', 'Sero Hanta', 'Kaminari Denki', 'kirishima eijiro', 'Bakugou Katsuki']",2129,265.0,2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
