title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
CHARM,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya/Reader', 'Aizawa Shouta | Eraserhead/Reader', 'Shigaraki Tomura | Shimura Tenko/Reader', 'Bakugou Katsuki/Reader', 'Midoriya Izuku/Reader', 'Shinsou Hitoshi/Reader', 'Todoroki Shouto/Reader', 'Takami Keigo | Hawks/Reader', 'Kaminari Denki/Reader', 'Monoma Neito/Reader', 'Class 1-A (My Hero Academia)/Reader']","['Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead', 'Shigaraki Tomura | Shimura Tenko', 'Bakugou Katsuki', 'Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'League of Villains (My Hero Academia)', 'Takami Keigo | Hawks', 'Kaminari Denki', 'Ashido Mina', 'Monoma Neito']",1028,44.0,2023-04-21,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1
When Reason Fails,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku/Toga Himiko', 'Midoriya Izuku & Todoroki Shouto', 'Bakugou Katsuki & Todoroki Shouto', 'Midoriya Izuku/Uraraka Ochako', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Bakugou Katsuki/Kamiji Moe | Burnin', 'Bakugou Katsuki/Todoroki Fuyumi', ""It's like Kaguya-Sama Love is War but with more shouts"", 'Ashido Mina/Kirishima Eijirou', 'Intelli Saiko/Todoroki Shouto', 'Todoroki Shouto/Yaoyorozu Momo', 'Intelli Saiko/Yaoyorozu Momo', 'well that certainly happened', 'Tsuyu Asui/Headpats']","['Bakugou Katsuki', 'Midoriya Izuku', 'Toga Himiko', 'Todoroki Shouto', 'Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead', 'Uraraka Ochako', 'Shiozaki Ibara', 'Tokage Setsuna', 'Ashido Mina', 'Hatsume Mei']",112019,1689.0,2023-04-21,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"Farewell,Neverland | Shinso Hitoshi x Y/N",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Shinsou Hitoshi/Reader', 'Jirou Kyouka/Yaoyorozu Momo', 'Ashido Mina & Bakugou Katsuki & Jirou Kyouka & Kaminari Denki & Kirishima Eijirou & Sero Hanta', 'Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako', 'Dabi | Todoroki Touya & Toga Himiko', 'Dabi | Todoroki Touya & Reader', 'Kurogiri (My Hero Academia)/Reader']","['Reader', 'Shinsou Hitoshi', 'Toga Himiko', 'Dabi | Todoroki Touya', 'Kurogiri (My Hero Academia)', 'Bubaigawara Jin | Twice', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko']",66,3.0,2023-04-21,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
House of Ghosts,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Sensei | All For One & Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya & Shigaraki Tomura | Shimura Tenko', 'Iguchi Shuuichi | Spinner & Shigaraki Tomura | Shimura Tenko', 'Bubaigawara Jin | Twice & Shigaraki Tomura | Shimura Tenko', 'League of Villains & Shigaraki Tomura | Shimura Tenko', 'Midoriya Inko/Sensei | All For One', 'Shimura Nana & Yagi Toshinori | All Might', 'Midoriya Inko & Yagi Toshinori | All Might', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Bubaigawara Jin | Twice & Okuta Kagerou | Giran', 'League of Villains & Okuta Kagerou | Giran', 'Midoriya Izuku & Sensei | All For One', 'Other Relationship Tags to Be Added', 'Kurogiri & Shirakumo Oboro']","['Shigaraki Tomura | Shimura Tenko', 'Sensei | All For One', 'Dabi | Todoroki Touya', 'Okuta Kagerou | Giran', 'Bubaigawara Jin | Twice', 'Yagi Toshinori | All Might', 'Shimura Nana', 'Midoriya Izuku', 'Midoriya Inko', 'Toga Himiko', 'Iguchi Shuuichi | Spinner', 'Sako Atsuhiro | Mr. Compress', 'Hikiishi Kenji | Magne', 'Yoichi | First One For All User (My Hero Academia)', 'Kurogiri (My Hero Academia)']",7421,185.0,2023-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Dreamscape,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Kaminari Denki', 'Shinsou Hitoshi', 'Ashido Mina', 'Yoarashi Inasa', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yaoyorozu Momo', 'Kayama Nemuri | Midnight', 'Yagi Toshinori | All Might', 'Iida Tenya', 'Uraraka Ochako', 'Sero Hanta', 'Monoma Neito']",28163,1400.0,2023-04-21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon Princess,"['Fandoms:\nHarry Potter - Fandom, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), 더 게이머 | The Gamer (Webcomic)']",['Harry Potter/Takami Keigo | Hawks'],"['Harry Potter', 'Black Family - Character', 'Moore Family', 'Sirius Black', 'Arcturus Black', 'Midoriya Izuku', 'Takami Keigo', 'Midoriya Inko', 'Midoriya Hisashi', 'OCs']",142,9.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stay with me (don't leave me alone),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Todoroki Shouto', 'Bakugou Katsuki']",0,,2023-04-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Explosión Verde (Bakudeku) (Katsuki Bakugo x Izuku Midoriya),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Dabi | Todoroki Touya & Todoroki Shouto', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Kaminari Denki/Kirishima Eijirou']","['Midoriya Izuku', 'Bakugou Katsuki']",2785,84.0,2023-04-21,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Izuku's life as Usagi,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku/Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic', 'Midoriya Izuku & Nedzu', 'Kaminari Denki & Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki/Kirishima Eijirou']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kaminari Denki', 'Kirishima Eijirou', 'Class 1-A (My Hero Academia)', 'Yagi Toshinori | All Might', 'Midoriya Inko', 'Uraraka Ochako']",857,15.0,2023-04-21,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
The Snapping Thread,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Class 1-A & Todoroki Shouto', 'Eri & Todoroki Shouto', 'Todoroki Natsuo & Todoroki Shouto', 'Bakugou Katsuki & Todoroki Shouto']","['Aizawa Shouta | Eraserhead', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)', 'Eri (My Hero Academia)', 'Todoroki Natsuo', 'Todoroki Fuyumi']",10848,743.0,2023-04-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Tears,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Kirishima Eijirou/Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku']","['Midoriya Izuku', 'Bakugou Katsuki', 'Kirishima Eijirou']",0,,2023-04-21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont make silly bets Kachaan,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki/Kaminari Denki', 'Ashido Mina/Bakugou Katsuki', 'Bakugou Katsuki/Yaoyorozu Momo', 'Bakugou Katsuki/Todoroki Shouto', 'Bakugou Katsuki/Everyone']","['Bakugou Katsuki', 'Kirishima Eijirou', 'Kaminari Denki', 'Yaoyorozu Momo', 'Ashido Mina', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)']",1714,38.0,2023-04-21,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
When We Meet Again,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Uraraka Ochako', 'Bakugou Katsuki/Utsushimi Camie', 'Todoroki Shouto/Yaoyorozu Momo', 'Ashido Mina/Kirishima Eijirou', 'Jirou Kyouka/Kaminari Denki', 'Hatsume Mei/Iida Tenya', 'Takami Keigo | Hawks/Todoroki Fuyumi', 'Kendou Itsuka/Tetsutetsu Tetsutetsu', 'Hagakure Tooru/Ojiro Mashirao']","['Midoriya Izuku', 'Uraraka Ochako', 'Bakugou Katsuki', 'Todoroki Shouto', 'Yaoyorozu Momo', 'Ashido Mina', 'Kirishima Eijirou', 'Kaminari Denki', 'Jirou Kyouka', 'Original Characters', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Iida Tenya', 'Hatsume Mei', 'Sero Hanta', 'Asui Tsuyu', 'Tokoyami Fumikage', 'Eri (My Hero Academia)', 'Midoriya Inko', 'Todoroki Enji | Endeavor', 'Todoroki Fuyumi', 'Takami Keigo | Hawks', 'Usagiyama Rumi | Miruko', ""Yaoyorozu Momo's Parents"", ""Uraraka Ochako's Parents"", 'Satou Rikidou', 'Shouji Mezou', 'Hagakure Tooru', 'Ojiro Mashirao', 'Shinsou Hitoshi', 'Mineta Minoru', 'Kendou Itsuka', 'Tetsutetsu Tetsutetsu', 'Tokage Setsuna', 'Monoma Neito']",21265,357.0,2023-04-21,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
Shadow Healer,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['OC x Midoriya izuku', 'OC x Aizawa Shouta', 'OC x Shigaraki Tomura']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Shigaraki Tomura | Shimura Tenko', 'OC - Character']",72,4.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devoted,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Shinsou Hitoshi'],"['Aizawa Shouta | Eraserhead', 'Shinsou Hitoshi']",0,,2023-04-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ablaze,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi | Todoroki Touya/Original Female Character(s)', 'Dabi | Todoroki Touya/Original Character(s)', 'Aizawa Shouta | Eraserhead/Original Female Character(s)', 'Kurono Hari | Chronostasis/Original Female Character(s)', 'Dabi | Todoroki Touya/Reader', 'Aizawa Shouta | Eraserhead/Reader', 'Shigaraki Tomura | Shimura Tenko/Reader', 'Shigaraki Tomura | Shimura Tenko/Original Female Character(s)', 'Shigaraki Tomura | Shimura Tenko/Original Character(s)']","['Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead', 'Kurono Hari | Chronostasis', 'Chisaki Kai | Overhaul', 'Eri (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Kurogiri (My Hero Academia)', 'Toga Himiko', 'Bubaigawara Jin | Twice', 'Iguchi Shuuichi | Spinner', 'Sako Atsuhiro | Mr. Compress', 'Yamada Hizashi | Present Mic']",14490,293.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazing Summer,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Sero Hanta/Todoroki Shouto', 'Kaminari Denki & Sero Hanta', 'Dabi | Todoroki Touya & Todoroki Shouto']","['Todoroki Shouto', 'Sero Hanta', 'Kaminari Denki', 'Todoroki Enji | Endeavor', 'Dabi | Todoroki Touya', 'Todoroki Natsuo', 'Todoroki Fuyumi', 'Todoroki Rei']",83,15.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like Flickering Flames,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Takami Keigo | Hawks'],"['Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'Todoroki Family (My Hero Academia)']",376,55.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the middle of it,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko'],"['Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Toga Himiko', 'Hikiishi Kenji | Magne', 'League of Villains (My Hero Academia)']",6,,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That's Left,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],"['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Sasaki Mirai | Sir Nighteye', 'Nedzu (My Hero Academia)', 'Shuuzenji Chiyo | Recovery Girl', 'Tsukauchi Naomasa', 'Fukukado Emi | Ms. Joke']",8720,320.0,2023-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaos And Group Chats,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Takami Keigo | Hawks', 'Midoriya Izuku & Tsukauchi Naomasa', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Tsukauchi Naomasa', 'Tsukauchi Naomasa/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Tsukauchi Naomasa/Yamada Hizashi | Present Mic', 'Midoriya Izuku & Nedzu', 'Fukukado Emi | Ms. Joke/Kayama Nemuri | Midnight', 'Midoriya Izuku & Monoma Neito', 'Ashido Mina & Midoriya Izuku']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Tsukauchi Naomasa', 'Nedzu (My Hero Academia)', 'Todoroki Enji | Endeavor', 'Snipe (My Hero Academia)', 'Kayama Nemuri | Midnight', 'Iida Tensei | Ingenium', 'Takami Keigo | Hawks', 'Tamakawa Sansa', 'Original Male Character(s)', 'Fukukado Emi | Ms. Joke', 'Usagiyama Rumi | Miruko', 'Hakamata Tsunagu | Best Jeanist', 'Dabi | Todoroki Touya', 'Ashido Mina', 'Monoma Neito']",75817,3935.0,2023-04-20,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Friction Burn,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Shinsou Hitoshi'],"['Shinsou Hitoshi', 'Bakugou Katsuki']",193,40.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Hold Tight,"['Fandoms:\nMarvel Cinematic Universe, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']",['Shigaraki Tomura | Shimura Tenko/ Venom Symbiote'],"['Shigaraki Tomura | Shimura Tenko', 'Venom Symbiote (Marvel)']",15,,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuei Company,"['Fandoms:\nParahumans Series - Wildbow, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']",['Shimura Nana/?'],"['Shimura Nana', 'Keith | Legend', 'Rebecca Costa-Brown | Alexandria', 'Dragon (Parahumans)', 'David | Eidolon', 'Behemoth (Parahumans)', 'Director James Tagg']",552,20.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izuku Dislikes Quests,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Inko & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Sensei | All For One', 'Bakugou Katsuki & Midoriya Izuku', 'Izuku Midoriya & his quirk']","['Midoriya Izuku', ""Midoriya Izuku's Family"", 'Yagi Toshinori | All Might', 'Bakugou Katsuki', 'OCs', ""Izuku Midoriya's quirk"", 'OFA quirk ghosts']",7445,365.0,2023-04-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taste.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Todoroki Shouto', 'Reader', 'Ashido Mina', 'Sero Hanta']",931,56.0,2023-04-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Truly Villainous,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), South Park']",[],[],17,,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just the wind,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Midoriya Izuku & Shinsou Hitoshi'],"['Midoriya Hisashi', 'Midoriya Izuku', ""Midoriya Izuku's Family"", 'Shinsou Hitoshi', 'Original Characters']",31,5.0,2023-04-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Original Female Character(s)', 'Mentioned past Logan/Original Female Character(s)', 'Minor or Background Relationship(s)']","['Aizawa Shouta | Eraserhead', 'Original Female Character(s)', 'Nezu']",21012,607.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safer When I'm By Your Side,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku']",446,59.0,2023-04-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'd Burn the World for You,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Kaminari Denki', 'Sero Hanta', 'Ashido Mina', 'Asui Tsuyu', 'Iida Tenya', 'Uraraka Ochako', 'Midoriya Izuku', 'Hagakure Tooru', 'Mineta Minoru', 'Yaoyorozu Momo', 'Tokoyami Fumikage', 'Yagi Toshinori | All Might', 'Takami Keigo | Hawks', 'Aizawa Shouta | Eraserhead', 'Todoroki Enji | Endeavor', 'Hakamata Tsunagu | Best Jeanist', 'Original Characters']",15080,587.0,2023-04-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Flush,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki & Uraraka Ochako', 'Bakugou Katsuki/Uraraka Ochako', 'Ashido Mina/Kirishima Eijirou', 'Ashido Mina & Kirishima Eijirou']","['Bakugou Katsuki', 'Uraraka Ochako', 'Monoma Neito', ""Bakugou Katsuki's Parents"", 'Ashido Mina', 'Toga Himiko', 'Shigaraki Tomura | Shimura Tenko']",632,32.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
My Dead Mount Academia,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Dead Mount Death Play (Manga)']",[],"['Midoriya Izuku', 'Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead', 'Toga Himiko', 'Yamada Hizashi | Present Mic', 'Nedzu (My Hero Academia)', 'Akatani ""Yamikumo"" Mikumo', 'Sensei | All For One']",47,3.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cake,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku']",126,17.0,2023-04-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fruit Thereof,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Class 1-A & Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku']","['Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Bakugou Katsuki', 'Uraraka Ochako', 'Asui Tsuyu', 'Yaoyorozu Momo', 'Kirishima Eijirou', 'Aizawa Shouta | Eraserhead', 'Kaminari Denki', 'Todoroki Shouto']",851,62.0,2023-04-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Finger,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Kaminari Denki & Midoriya Izuku', 'Ashido Mina & Midoriya Izuku', 'Jirou Kyouka & Midoriya Izuku', 'Kirishima Eijirou & Midoriya Izuku', 'Midoriya Izuku & Sero Hanta', 'Aizawa Shouta | Eraserhead & Midoriya Izuku']","['Midoriya Izuku', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Jirou Kyouka', 'Ashido Mina', 'Aizawa Shouta | Eraserhead', 'Todoroki Shouto', 'Uraraka Ochako', 'Iida Tenya', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)']",851,79.0,2023-04-20,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
Singer,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), 방탄소년단 | Bangtan Boys | BTS']",['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Kim Sejin (BTS)', 'Aizawa Shouta | Eraserhead']",656,16.0,2023-04-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
